0,012054500
0,001636300
0,001829800
0,001594100
0,002390400
0,001642100
0,001588100
0,001579800
0,001605700
0,001587500
0,001633500
0,001596900
0,001792300
0,001586600
0,001753500
0,001600000
0,001621600
0,001591600
0,001587300
0,001637600
0,001572900
0,001773000
0,001573900
0,001714100
0,001575500
0,001579200
0,001640400
0,001585300
0,001688200
0,001590500
0,001699300
0,001565800
0,001592800
0,001580900
0,001606600
0,001599600
0,001589000
0,001759700
0,001566200
0,001615400
0,001571300
0,001649400
0,001565900
0,001570500
0,001631700
0,001607800
0,001598800
0,001558100
0,001567900
0,001586000
0,001590200
0,001602500
0,001558900
0,001696400
0,001817600
0,001596400
0,001563100
0,001586000
0,001576800
0,001562600
0,001582700
0,001596300
0,001596400
0,001561200
0,001590200
0,001655400
0,001659400
0,001667000
0,001669400
0,001651600
0,001677400
0,001657700
0,001706100
0,001656600
0,001670600
0,001668300
0,001698000
0,001656700
0,001654200
0,001686100
0,001656800
0,001911300
0,001669000
0,001731000
0,001704200
0,001672300
0,001674500
0,001674500
0,001792800
0,001666800
0,001770400
0,001671900
0,001823300
0,001669800
0,001669200
0,001668800
0,001775500
0,001773700
0,001668600
0,001808100
0,001689400
0,001865300
0,001679900
0,001760300
0,001680800
0,001881600
0,001723800
0,001723500
0,001695100
0,001681900
0,001706500
0,001688700
0,001750000
0,001678100
0,001923400
0,001684300
0,002010600
0,001667100
0,001876300
0,001667300
0,001680000
0,001673900
0,001683300
0,001687400
0,001652800
0,001713000
0,001654500
0,001702800
0,001722200
0,001717700
0,001715100
0,001712800
0,001743200
0,001715400
0,001735500
0,001716600
0,001718200
0,001724700
0,001712500
0,001773000
0,001712800
0,001759900
0,001717200
0,001740400
0,001732200
0,001711500
0,001765600
0,001721300
0,001770200
0,001716000
0,001723500
0,001714400
0,001779800
0,001752600
0,001788300
0,001939700
0,001712800
0,001777400
0,001712500
0,001710500
0,001716800
0,001717100
0,001753400
0,001713300
0,001741100
0,001725400
0,001718700
0,001715400
0,001712000
0,001742200
0,001755900
0,001747200
0,001715000
0,001719800
0,001715700
0,001714000
0,001734100
0,001713500
0,001742900
0,001717700
0,001716000
0,001718900
0,001713500
0,001896200
0,001753900
0,001746500
0,001725600
0,001709800
0,001722900
0,001714700
0,001825800
0,001711200
0,001779800
0,001716100
0,001748200
0,001721400
0,001716500
0,001762700
0,001713500
0,001784600
0,001720700
0,001715000
0,001730400
0,001721300
0,001775800
0,001708600
0,001782500
0,001708600
0,001820700
0,001718200
0,001711700
0,001723700
0,001717900
0,001780600
0,001712100
0,001717400
0,001717000
0,001734900
0,001717200
0,001817700
0,001712900
0,001727200
0,001709400
0,001715100
0,001715900
0,001717900
0,001714400
0,001710500
0,001727100
0,001713700
0,001712700
0,001716600
0,001713200
0,001707800
0,001748000
0,001714300
0,001713100
0,001713900
0,001716300
0,001751500
0,001723500
0,001719500
0,001759300
0,001713400
0,001746400
0,001738700
0,001765100
0,001723200
0,002395100
0,001829700
0,001754300
0,001728700
0,001737000
0,001765800
0,001737100
0,001726300
0,001759700
0,001833400
0,001748800
0,001743300
0,001757400
0,002093200
0,001753200
0,001778300
0,001733900
0,001846800
0,001790400
0,001793700
0,001725300
0,001802800
0,001718500
0,001735200
0,001719600
0,001764300
0,001781100
0,001728900
0,001770700
0,001751200
0,001739700
0,001731100
0,001723300
0,001770100
0,001731800
0,001785200
0,001729400
0,001730100
0,001734100
0,001780900
0,001773600
0,001735300
0,001789200
0,001731300
0,001728200
0,001766700
0,001741100
0,001747900
0,001772800
0,001741500
0,001729400
0,001752600
0,001791000
0,001737000
0,001801400
0,001780500
0,001788000
0,001730400
0,001722100
0,001776500
0,001753400
0,001745700
0,001802500
0,001744300
0,001764100
0,001727400
0,001781700
0,001721500
0,001769200
0,001867800
0,001773000
0,001743300
0,001745200
0,001802800
0,001738000
0,002643900
0,002633000
0,002033800
0,001743900
0,001730200
0,001734100
0,001717600
0,001741500
0,001892300
0,001740000
0,001840800
0,001754200
0,001777300
0,001726900
0,001727200
0,001734800
0,001722000
0,001713200
0,001727600
0,001721000
0,001726800
0,001733800
0,001731600
0,001787900
0,001739500
0,001714900
